ticket_id,account_id,created_date,quarter,channel,category,priority,status,csat,subject,description
TCK-00111,UMBRELLA,2026-01-27,Q1-2026,Teléfono,Onboarding,P4,Resuelto,5,Migración de datos inicial,Necesitamos ayuda para importar nuestros datos históricos a Nimbus Connect (API) durante el arranque. ¿Cuentan con una plantilla de carga?
TCK-00112,UMBRELLA,2026-01-08,Q1-2026,Portal,Onboarding,P4,Resuelto,3,Sesión de capacitación inicial,"Como cuenta nueva, nos gustaría agendar la capacitación de onboarding para nuestro equipo en Nimbus Connect (API). ¿Cuál es la disponibilidad esta semana?"
TCK-00113,UMBRELLA,2026-01-16,Q1-2026,Correo,Onboarding,P4,En curso,5,Sesión de capacitación inicial,"Como cuenta nueva, nos gustaría agendar la capacitación de onboarding para nuestro equipo en Nimbus Connect (API). ¿Cuál es la disponibilidad esta semana?"
TCK-00114,UMBRELLA,2026-01-06,Q1-2026,Correo,Onboarding,P3,En curso,3,Sesión de capacitación inicial,"Como cuenta nueva, nos gustaría agendar la capacitación de onboarding para nuestro equipo en Nimbus Core. ¿Cuál es la disponibilidad esta semana?"
TCK-00115,UMBRELLA,2026-01-28,Q1-2026,Teléfono,Onboarding,P3,Resuelto,3,Sesión de capacitación inicial,"Como cuenta nueva, nos gustaría agendar la capacitación de onboarding para nuestro equipo en Nimbus Connect (API). ¿Cuál es la disponibilidad esta semana?"
TCK-00116,UMBRELLA,2026-01-27,Q1-2026,Correo,Consulta / Cómo hacer,P4,Resuelto,3,¿Cómo asigno roles a un nuevo usuario?,Estamos sumando gente al equipo y queremos entender cómo asignar permisos por rol en Nimbus Analytics. ¿Hay una guía paso a paso?
TCK-00117,UMBRELLA,2026-02-09,Q1-2026,Correo,Onboarding,P3,Resuelto,5,Migración de datos inicial,Necesitamos ayuda para importar nuestros datos históricos a Nimbus Analytics durante el arranque. ¿Cuentan con una plantilla de carga?
TCK-00118,UMBRELLA,2026-02-18,Q1-2026,Chat,Integración / API,P3,Resuelto,4,Documentación de la API incompleta,Estamos integrando Nimbus Connect (API) con nuestro ERP y faltan ejemplos para el endpoint de facturación. ¿Tienen una guía actualizada?
TCK-00119,UMBRELLA,2026-02-17,Q1-2026,Portal,Onboarding,P3,Escalado,4,Migración de datos inicial,Necesitamos ayuda para importar nuestros datos históricos a Nimbus Analytics durante el arranque. ¿Cuentan con una plantilla de carga?
TCK-00120,UMBRELLA,2026-02-05,Q1-2026,Teléfono,Onboarding,P4,Resuelto,3,Sesión de capacitación inicial,"Como cuenta nueva, nos gustaría agendar la capacitación de onboarding para nuestro equipo en Nimbus Analytics. ¿Cuál es la disponibilidad esta semana?"
TCK-00121,UMBRELLA,2026-03-23,Q1-2026,Chat,Integración / API,P2,Escalado,4,Error de autenticación con el webhook,Nuestro webhook hacia Nimbus Analytics devuelve 401 de forma aleatoria. Revisamos las llaves y parecen correctas. ¿Pueden ayudarnos a depurar la autenticación?
TCK-00122,UMBRELLA,2026-03-17,Q1-2026,Chat,Consulta / Cómo hacer,P4,Escalado,4,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Analytics. ¿Dónde se configura el umbral de alertas?
TCK-00123,UMBRELLA,2026-03-24,Q1-2026,Correo,Onboarding,P3,Resuelto,4,Sesión de capacitación inicial,"Como cuenta nueva, nos gustaría agendar la capacitación de onboarding para nuestro equipo en Nimbus Core. ¿Cuál es la disponibilidad esta semana?"
TCK-00124,UMBRELLA,2026-03-16,Q1-2026,Chat,Consulta / Cómo hacer,P3,Resuelto,3,¿Cómo asigno roles a un nuevo usuario?,Estamos sumando gente al equipo y queremos entender cómo asignar permisos por rol en Nimbus Analytics. ¿Hay una guía paso a paso?
TCK-00125,UMBRELLA,2026-04-01,Q2-2026,Chat,Consulta / Cómo hacer,P3,Resuelto,3,¿Cómo asigno roles a un nuevo usuario?,Estamos sumando gente al equipo y queremos entender cómo asignar permisos por rol en Nimbus Core. ¿Hay una guía paso a paso?
TCK-00126,UMBRELLA,2026-04-10,Q2-2026,Teléfono,Integración / API,P3,En curso,3,Error de autenticación con el webhook,Nuestro webhook hacia Nimbus Core devuelve 401 de forma aleatoria. Revisamos las llaves y parecen correctas. ¿Pueden ayudarnos a depurar la autenticación?
TCK-00127,UMBRELLA,2026-04-01,Q2-2026,Teléfono,Consulta / Cómo hacer,P4,Resuelto,3,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Analytics. ¿Dónde se configura el umbral de alertas?
TCK-00128,UMBRELLA,2026-05-28,Q2-2026,Teléfono,Consulta / Cómo hacer,P3,Resuelto,4,¿Cómo asigno roles a un nuevo usuario?,Estamos sumando gente al equipo y queremos entender cómo asignar permisos por rol en Nimbus Core. ¿Hay una guía paso a paso?
TCK-00129,UMBRELLA,2026-05-27,Q2-2026,Correo,Consulta / Cómo hacer,P3,Resuelto,5,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Connect (API). ¿Dónde se configura el umbral de alertas?
TCK-00130,UMBRELLA,2026-05-25,Q2-2026,Teléfono,Consulta / Cómo hacer,P3,Resuelto,5,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Core. ¿Dónde se configura el umbral de alertas?
TCK-00131,UMBRELLA,2026-06-09,Q2-2026,Correo,Integración / API,P3,Resuelto,4,Documentación de la API incompleta,Estamos integrando Nimbus Core con nuestro ERP y faltan ejemplos para el endpoint de facturación. ¿Tienen una guía actualizada?
TCK-00132,UMBRELLA,2026-06-02,Q2-2026,Correo,Consulta / Cómo hacer,P3,En curso,3,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Connect (API). ¿Dónde se configura el umbral de alertas?
TCK-00133,UMBRELLA,2026-06-26,Q2-2026,Portal,Integración / API,P3,Resuelto,3,Error de autenticación con el webhook,Nuestro webhook hacia Nimbus Analytics devuelve 401 de forma aleatoria. Revisamos las llaves y parecen correctas. ¿Pueden ayudarnos a depurar la autenticación?
TCK-00134,UMBRELLA,2026-06-28,Q2-2026,Teléfono,Consulta / Cómo hacer,P3,Resuelto,4,¿Cómo asigno roles a un nuevo usuario?,Estamos sumando gente al equipo y queremos entender cómo asignar permisos por rol en Nimbus Connect (API). ¿Hay una guía paso a paso?
TCK-00135,SOYLENT,2026-01-03,Q1-2026,Chat,Consulta / Cómo hacer,P3,En curso,5,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Core. ¿Dónde se configura el umbral de alertas?
TCK-00136,SOYLENT,2026-01-15,Q1-2026,Correo,Consulta / Cómo hacer,P4,Resuelto,4,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Analytics. ¿Dónde se configura el umbral de alertas?
TCK-00137,SOYLENT,2026-01-03,Q1-2026,Portal,Consulta / Cómo hacer,P4,Resuelto,5,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Analytics. ¿Dónde se configura el umbral de alertas?
TCK-00138,SOYLENT,2026-02-21,Q1-2026,Portal,Consulta / Cómo hacer,P3,Escalado,5,¿Cómo asigno roles a un nuevo usuario?,Estamos sumando gente al equipo y queremos entender cómo asignar permisos por rol en Nimbus Core. ¿Hay una guía paso a paso?
TCK-00139,SOYLENT,2026-03-23,Q1-2026,Chat,Solicitud de función,P4,Resuelto,5,Tableros con métricas en tiempo real,Queremos tableros con métricas en tiempo real. La actualización actual cada hora se queda corta para nuestro caso de uso.
TCK-00140,SOYLENT,2026-04-04,Q2-2026,Chat,Consulta / Cómo hacer,P4,Resuelto,5,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Analytics. ¿Dónde se configura el umbral de alertas?
TCK-00141,SOYLENT,2026-04-14,Q2-2026,Chat,Solicitud de función,P3,Resuelto,4,Tableros con métricas en tiempo real,Queremos tableros con métricas en tiempo real. La actualización actual cada hora se queda corta para nuestro caso de uso.
TCK-00142,SOYLENT,2026-04-16,Q2-2026,Chat,Consulta / Cómo hacer,P4,Escalado,4,¿Cómo asigno roles a un nuevo usuario?,Estamos sumando gente al equipo y queremos entender cómo asignar permisos por rol en Nimbus Analytics. ¿Hay una guía paso a paso?
TCK-00143,SOYLENT,2026-05-08,Q2-2026,Portal,Consulta / Cómo hacer,P4,Resuelto,5,¿Cómo asigno roles a un nuevo usuario?,Estamos sumando gente al equipo y queremos entender cómo asignar permisos por rol en Nimbus Connect (API). ¿Hay una guía paso a paso?
TCK-00144,SOYLENT,2026-06-26,Q2-2026,Teléfono,Consulta / Cómo hacer,P3,Escalado,4,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Core. ¿Dónde se configura el umbral de alertas?
TCK-00145,SOYLENT,2026-06-13,Q2-2026,Chat,Consulta / Cómo hacer,P4,Escalado,4,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Analytics. ¿Dónde se configura el umbral de alertas?
TCK-00146,SOYLENT,2026-06-07,Q2-2026,Chat,Consulta / Cómo hacer,P4,Resuelto,5,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Analytics. ¿Dónde se configura el umbral de alertas?
TCK-00147,HOOLI,2026-01-17,Q1-2026,Correo,Bug / Error,P3,Resuelto,3,Error al exportar datos,Al intentar exportar desde Nimbus Core aparece un mensaje de error genérico y el archivo sale vacío. Adjuntamos captura.
TCK-00148,HOOLI,2026-02-20,Q1-2026,Correo,Bug / Error,P2,En curso,4,Los filtros del tablero no se guardan,"Al aplicar filtros en los reportes de Nimbus Core y recargar, se pierden. Parece un bug reciente; antes funcionaba bien."
TCK-00149,HOOLI,2026-02-06,Q1-2026,Chat,Bug / Error,P3,Resuelto,3,Los filtros del tablero no se guardan,"Al aplicar filtros en los reportes de Nimbus Analytics y recargar, se pierden. Parece un bug reciente; antes funcionaba bien."
TCK-00150,HOOLI,2026-03-10,Q1-2026,Correo,Consulta / Cómo hacer,P4,En curso,3,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Connect (API). ¿Dónde se configura el umbral de alertas?
TCK-00151,HOOLI,2026-06-29,Q2-2026,Chat,Consulta / Cómo hacer,P4,En curso,5,Configuración de notificaciones,Quisiéramos ajustar las notificaciones por correo de Nimbus Core. ¿Dónde se configura el umbral de alertas?
